Ref_Date,GEO,FOOD,COMMODITY,Vector,Coordinate,Value
2008,Canada,Food available,"Pears fresh, fresh equivalent",v109289,1.1.178,2.20
2009,Canada,Food available,"Pears fresh, fresh equivalent",v109289,1.1.178,2.22
2010,Canada,Food available,"Pears fresh, fresh equivalent",v109289,1.1.178,2.13
2011,Canada,Food available,"Pears fresh, fresh equivalent",v109289,1.1.178,2.12
2012,Canada,Food available,"Pears fresh, fresh equivalent",v109289,1.1.178,2.21
2013,Canada,Food available,"Pears fresh, fresh equivalent",v109289,1.1.178,2.14
2014,Canada,Food available,"Pears fresh, fresh equivalent",v109289,1.1.178,2.16
2015,Canada,Food available,"Pears fresh, fresh equivalent",v109289,1.1.178,2.09
2016,Canada,Food available,"Pears fresh, fresh equivalent",v109289,1.1.178,1.92
1960,Canada,Food available,Peas canned,v110085,1.1.311,2.76
1960,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,2.34
1961,Canada,Food available,Peas canned,v110085,1.1.311,2.63
1961,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,2.23
1962,Canada,Food available,Peas canned,v110085,1.1.311,2.90
1962,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,2.45
1963,Canada,Food available,Peas canned,v110085,1.1.311,2.59
1963,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,2.20
1964,Canada,Food available,Peas canned,v110085,1.1.311,2.76
1964,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,2.33
1965,Canada,Food available,Peas canned,v110085,1.1.311,2.72
1965,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,2.30
1966,Canada,Food available,Peas canned,v110085,1.1.311,2.76
1966,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,2.34
1967,Canada,Food available,Peas canned,v110085,1.1.311,2.65
1967,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,2.24
1968,Canada,Food available,Peas canned,v110085,1.1.311,2.89
1968,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,2.44
1969,Canada,Food available,Peas canned,v110085,1.1.311,2.22
1969,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,1.88
1970,Canada,Food available,Peas canned,v110085,1.1.311,2.18
1970,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,1.85
1971,Canada,Food available,Peas canned,v110085,1.1.311,2.24
1971,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,1.89
1972,Canada,Food available,Peas canned,v110085,1.1.311,2.22
1972,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,1.87
1973,Canada,Food available,Peas canned,v110085,1.1.311,2.11
1973,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,1.78
1974,Canada,Food available,Peas canned,v110085,1.1.311,2.10
1974,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,1.78
1975,Canada,Food available,Peas canned,v110085,1.1.311,1.84
1975,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,1.56
1976,Canada,Food available,Peas canned,v110085,1.1.311,1.44
1976,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,1.22
1977,Canada,Food available,Peas canned,v110085,1.1.311,1.81
1977,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,1.53
1978,Canada,Food available,Peas canned,v110085,1.1.311,1.73
1978,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,1.46
1979,Canada,Food available,Peas canned,v110085,1.1.311,1.73
1979,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,1.46
1980,Canada,Food available,Peas canned,v110085,1.1.311,1.63
1980,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,1.38
1981,Canada,Food available,Peas canned,v110085,1.1.311,1.47
1981,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,1.24
1982,Canada,Food available,Peas canned,v110085,1.1.311,1.25
1982,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,1.06
1983,Canada,Food available,Peas canned,v110085,1.1.311,1.45
1983,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,1.23
1984,Canada,Food available,Peas canned,v110085,1.1.311,1.44
1984,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,1.22
1985,Canada,Food available,Peas canned,v110085,1.1.311,0.93
1985,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.79
1986,Canada,Food available,Peas canned,v110085,1.1.311,1.23
1986,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,1.04
1987,Canada,Food available,Peas canned,v110085,1.1.311,1.16
1987,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.98
1988,Canada,Food available,Peas canned,v110085,1.1.311,0.88
1988,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.75
1989,Canada,Food available,Peas canned,v110085,1.1.311,0.89
1989,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.75
1990,Canada,Food available,Peas canned,v110085,1.1.311,1.05
1990,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.89
1991,Canada,Food available,Peas canned,v110085,1.1.311,0.79
1991,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.67
1992,Canada,Food available,Peas canned,v110085,1.1.311,0.88
1992,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.74
1993,Canada,Food available,Peas canned,v110085,1.1.311,0.89
1993,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.75
1994,Canada,Food available,Peas canned,v110085,1.1.311,0.75
1994,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.63
1995,Canada,Food available,Peas canned,v110085,1.1.311,0.74
1995,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.62
1996,Canada,Food available,Peas canned,v110085,1.1.311,0.76
1996,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.65
1997,Canada,Food available,Peas canned,v110085,1.1.311,0.79
1997,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.67
1998,Canada,Food available,Peas canned,v110085,1.1.311,0.78
1998,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.66
1999,Canada,Food available,Peas canned,v110085,1.1.311,0.72
1999,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.61
2000,Canada,Food available,Peas canned,v110085,1.1.311,0.53
2000,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.45
2001,Canada,Food available,Peas canned,v110085,1.1.311,0.52
2001,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.44
2002,Canada,Food available,Peas canned,v110085,1.1.311,0.67
2002,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.57
2003,Canada,Food available,Peas canned,v110085,1.1.311,0.69
2003,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.59
2004,Canada,Food available,Peas canned,v110085,1.1.311,0.66
2004,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.56
2005,Canada,Food available,Peas canned,v110085,1.1.311,0.62
2005,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.53
2006,Canada,Food available,Peas canned,v110085,1.1.311,0.70
2006,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.50
2007,Canada,Food available,Peas canned,v110085,1.1.311,0.64
2007,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.46
2008,Canada,Food available,Peas canned,v110085,1.1.311,0.67
2008,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.48
2009,Canada,Food available,Peas canned,v110085,1.1.311,0.63
2009,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.45
2010,Canada,Food available,Peas canned,v110085,1.1.311,0.54
2010,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.39
2011,Canada,Food available,Peas canned,v110085,1.1.311,0.53
2011,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.38
2012,Canada,Food available,Peas canned,v110085,1.1.311,0.57
2012,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.41
2013,Canada,Food available,Peas canned,v110085,1.1.311,0.52
2013,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.37
2014,Canada,Food available,Peas canned,v110085,1.1.311,0.54
2014,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.38
2015,Canada,Food available,Peas canned,v110085,1.1.311,0.54
2015,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.39
2016,Canada,Food available,Peas canned,v110085,1.1.311,0.51
2016,Canada,Food available adjusted for losses,Peas canned,v41356751,1.2.311,0.36
1960,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,2.02
1961,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,1.92
1962,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,2.11
1963,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,1.89
1964,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,2.01
1965,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,1.98
1966,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,2.02
1967,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,1.94
1968,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,2.11
1969,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,1.62
1970,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,1.46
1971,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,1.50
1972,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,1.62
1973,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,1.54
1974,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,1.53
1975,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,1.34
1976,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,1.05
1977,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,1.32
1978,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,1.26
1979,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,1.26
1980,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,1.19
1981,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,1.07
1982,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.91
1983,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,1.06
1984,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,1.05
1985,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.68
1986,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.90
1987,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.84
1988,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.65
1989,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.65
1990,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.77
1991,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.57
1992,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.64
1993,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.65
1994,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.55
1995,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.54
1996,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.56
1997,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.58
1998,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.57
1999,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.53
2000,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.38
2001,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.38
2002,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.49
2003,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.51
2004,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.48
2005,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.45
2006,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.51
2007,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.47
2008,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.49
2009,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.46
2010,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.39
2011,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.39
2012,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.42
2013,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.38
2014,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.39
2015,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.40
2016,Canada,Food available,"Peas canned, fresh equivalent",v110086,1.1.312,0.37
1960,Canada,Food available,Peas fresh,v110073,1.1.309,0.06
1960,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.04
1961,Canada,Food available,Peas fresh,v110073,1.1.309,0.01
1961,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.01
1962,Canada,Food available,Peas fresh,v110073,1.1.309,0.10
1962,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.06
1963,Canada,Food available,Peas fresh,v110073,1.1.309,..
1963,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,x
1964,Canada,Food available,Peas fresh,v110073,1.1.309,..
1964,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,x
1965,Canada,Food available,Peas fresh,v110073,1.1.309,0.08
1965,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.05
1966,Canada,Food available,Peas fresh,v110073,1.1.309,0.02
1966,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.01
1967,Canada,Food available,Peas fresh,v110073,1.1.309,0.02
1967,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.01
1968,Canada,Food available,Peas fresh,v110073,1.1.309,0.02
1968,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.01
1969,Canada,Food available,Peas fresh,v110073,1.1.309,0.03
1969,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.02
1970,Canada,Food available,Peas fresh,v110073,1.1.309,0.09
1970,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.06
1971,Canada,Food available,Peas fresh,v110073,1.1.309,0.16
1971,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.10
1972,Canada,Food available,Peas fresh,v110073,1.1.309,0.21
1972,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.12
1973,Canada,Food available,Peas fresh,v110073,1.1.309,0.38
1973,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.23
1974,Canada,Food available,Peas fresh,v110073,1.1.309,0.04
1974,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.02
1975,Canada,Food available,Peas fresh,v110073,1.1.309,0.07
1975,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.04
1976,Canada,Food available,Peas fresh,v110073,1.1.309,0.07
1976,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.04
1977,Canada,Food available,Peas fresh,v110073,1.1.309,0.08
1977,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.05
1978,Canada,Food available,Peas fresh,v110073,1.1.309,0.15
1978,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.09
1979,Canada,Food available,Peas fresh,v110073,1.1.309,0.10
1979,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.06
1980,Canada,Food available,Peas fresh,v110073,1.1.309,0.11
1980,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.06
1981,Canada,Food available,Peas fresh,v110073,1.1.309,0.15
1981,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.09
1982,Canada,Food available,Peas fresh,v110073,1.1.309,0.05
1982,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.03
1983,Canada,Food available,Peas fresh,v110073,1.1.309,0.08
1983,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.05
1984,Canada,Food available,Peas fresh,v110073,1.1.309,0.17
1984,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.10
1985,Canada,Food available,Peas fresh,v110073,1.1.309,0.18
1985,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.11
1986,Canada,Food available,Peas fresh,v110073,1.1.309,0.08
1986,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.05
1987,Canada,Food available,Peas fresh,v110073,1.1.309,0.31
1987,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.19
1988,Canada,Food available,Peas fresh,v110073,1.1.309,0.08
1988,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.05
1989,Canada,Food available,Peas fresh,v110073,1.1.309,0.10
1989,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.06
1990,Canada,Food available,Peas fresh,v110073,1.1.309,0.14
1990,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.09
1991,Canada,Food available,Peas fresh,v110073,1.1.309,0.13
1991,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.08
1992,Canada,Food available,Peas fresh,v110073,1.1.309,0.27
1992,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.16
1993,Canada,Food available,Peas fresh,v110073,1.1.309,0.24
1993,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.14
1994,Canada,Food available,Peas fresh,v110073,1.1.309,0.22
1994,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.13
1995,Canada,Food available,Peas fresh,v110073,1.1.309,0.23
1995,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.14
1996,Canada,Food available,Peas fresh,v110073,1.1.309,0.20
1996,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.12
1997,Canada,Food available,Peas fresh,v110073,1.1.309,0.21
1997,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.13
1998,Canada,Food available,Peas fresh,v110073,1.1.309,0.21
1998,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.13
1999,Canada,Food available,Peas fresh,v110073,1.1.309,0.23
1999,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.14
2000,Canada,Food available,Peas fresh,v110073,1.1.309,0.22
2000,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.14
2001,Canada,Food available,Peas fresh,v110073,1.1.309,0.25
2001,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.15
2002,Canada,Food available,Peas fresh,v110073,1.1.309,0.24
2002,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.14
2003,Canada,Food available,Peas fresh,v110073,1.1.309,0.23
2003,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.14
2004,Canada,Food available,Peas fresh,v110073,1.1.309,0.25
2004,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.15
2005,Canada,Food available,Peas fresh,v110073,1.1.309,0.27
2005,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.16
2006,Canada,Food available,Peas fresh,v110073,1.1.309,0.34
2006,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.18
2007,Canada,Food available,Peas fresh,v110073,1.1.309,0.30
2007,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.16
2008,Canada,Food available,Peas fresh,v110073,1.1.309,0.29
2008,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.16
2009,Canada,Food available,Peas fresh,v110073,1.1.309,0.31
2009,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.17
2010,Canada,Food available,Peas fresh,v110073,1.1.309,0.28
2010,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.15
2011,Canada,Food available,Peas fresh,v110073,1.1.309,0.29
2011,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.16
2012,Canada,Food available,Peas fresh,v110073,1.1.309,0.16
2012,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.09
2013,Canada,Food available,Peas fresh,v110073,1.1.309,0.27
2013,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.15
2014,Canada,Food available,Peas fresh,v110073,1.1.309,0.22
2014,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.12
2015,Canada,Food available,Peas fresh,v110073,1.1.309,0.22
2015,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.12
2016,Canada,Food available,Peas fresh,v110073,1.1.309,0.18
2016,Canada,Food available adjusted for losses,Peas fresh,v41356749,1.2.309,0.10
1960,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.06
1961,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.01
1962,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.10
1963,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,..
1964,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,..
1965,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.08
1966,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.02
1967,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.02
1968,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.02
1969,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.03
1970,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.09
1971,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.16
1972,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.21
1973,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.38
1974,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.04
1975,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.07
1976,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.07
1977,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.08
1978,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.15
1979,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.10
1980,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.11
1981,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.15
1982,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.05
1983,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.08
1984,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.17
1985,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.18
1986,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.08
1987,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.31
1988,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.08
1989,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.10
1990,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.14
1991,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.13
1992,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.27
1993,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.24
1994,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.22
1995,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.23
1996,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.20
1997,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.21
1998,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.21
1999,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.23
2000,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.22
2001,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.25
2002,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.24
2003,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.23
2004,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.25
2005,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.27
2006,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.34
2007,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.30
2008,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.29
2009,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.31
2010,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.28
2011,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.29
2012,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.16
2013,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.27
2014,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.22
2015,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.22
2016,Canada,Food available,"Peas fresh, fresh equivalent",v110074,1.1.310,0.18
1960,Canada,Food available,Peas frozen,v110097,1.1.313,0.82
1960,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.64
1961,Canada,Food available,Peas frozen,v110097,1.1.313,0.87
1961,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.68
1962,Canada,Food available,Peas frozen,v110097,1.1.313,0.62
1962,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.48
1963,Canada,Food available,Peas frozen,v110097,1.1.313,0.84
1963,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.66
1964,Canada,Food available,Peas frozen,v110097,1.1.313,0.89
1964,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.69
1965,Canada,Food available,Peas frozen,v110097,1.1.313,0.98
1965,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.77
1966,Canada,Food available,Peas frozen,v110097,1.1.313,1.05
1966,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.82
1967,Canada,Food available,Peas frozen,v110097,1.1.313,1.05
1967,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.82
1968,Canada,Food available,Peas frozen,v110097,1.1.313,1.18
1968,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.92
1969,Canada,Food available,Peas frozen,v110097,1.1.313,1.06
1969,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.83
1970,Canada,Food available,Peas frozen,v110097,1.1.313,1.09
1970,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.85
1971,Canada,Food available,Peas frozen,v110097,1.1.313,1.01
1971,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.79
1972,Canada,Food available,Peas frozen,v110097,1.1.313,1.06
